condado,ciudad,cantidad_restaurantes,categoria_cantidad_restaurantes,anio,puntuacion_promedio,categoria_puntuacion
Pinellas,St. Pete Beach,627,Alta concentración,2017,3.8,Regular
Pinellas,St. Pete Beach,627,Alta concentración,2018,3.8,Regular
Pinellas,St. Pete Beach,627,Alta concentración,2019,3.8,Regular
Pinellas,St. Pete Beach,627,Alta concentración,2020,3.8,Regular
Pinellas,St. Pete Beach,627,Alta concentración,2021,3.8,Regular
Pinellas,St. Pete Beach,627,Alta concentración,2022,3.9,Regular
Pinellas,St. Petersburg,6347,Alta concentración,2010,3.6,Regular
Pinellas,St. Petersburg,6347,Alta concentración,2011,3.5,Regular
Pinellas,St. Petersburg,6347,Alta concentración,2012,3.6,Regular
Pinellas,St. Petersburg,6347,Alta concentración,2013,3.6,Regular
Pinellas,St. Petersburg,6347,Alta concentración,2014,3.7,Regular
Pinellas,St. Petersburg,6347,Alta concentración,2015,3.8,Regular
Pinellas,St. Petersburg,6347,Alta concentración,2016,3.8,Regular
Pinellas,St. Petersburg,6347,Alta concentración,2017,3.9,Regular
Pinellas,St. Petersburg,6347,Alta concentración,2018,3.9,Regular
Pinellas,St. Petersburg,6347,Alta concentración,2019,4.0,Regular
Pinellas,St. Petersburg,6347,Alta concentración,2020,4.0,Buena
Pinellas,St. Petersburg,6347,Alta concentración,2021,4.0,Buena
Pinellas,St. Petersburg,6347,Alta concentración,2022,4.1,Buena
Pinellas,St. Petersburg,6347,Alta concentración,2023,4.3,Buena
Pinellas,St. Petersburg,6347,Alta concentración,2024,4.3,Buena
Pinellas,Tarpon Springs,808,Alta concentración,2010,3.7,Regular
Pinellas,Tarpon Springs,808,Alta concentración,2011,3.7,Regular
Pinellas,Tarpon Springs,808,Alta concentración,2012,3.7,Regular
Pinellas,Tarpon Springs,808,Alta concentración,2013,3.8,Regular
Pinellas,Tarpon Springs,808,Alta concentración,2014,3.8,Regular
Pinellas,Tarpon Springs,808,Alta concentración,2015,3.9,Regular
Pinellas,Tarpon Springs,808,Alta concentración,2016,3.9,Regular
Pinellas,Tarpon Springs,808,Alta concentración,2017,3.9,Regular
Pinellas,Tarpon Springs,808,Alta concentración,2018,4.0,Regular
Pinellas,Tarpon Springs,808,Alta concentración,2019,4.0,Regular
Pinellas,Tarpon Springs,808,Alta concentración,2020,4.1,Buena
Pinellas,Tarpon Springs,808,Alta concentración,2021,4.0,Buena
Pinellas,Tarpon Springs,808,Alta concentración,2022,4.0,Regular
Pinellas,Tarpon Springs,808,Alta concentración,2024,4.2,Buena
Pinellas,Tarpon springs,11,Rango Medio,2011,3.5,Regular
Pinellas,Tarpon springs,11,Rango Medio,2012,3.5,Regular
Pinellas,Tarpon springs,11,Rango Medio,2013,3.5,Regular
Pinellas,Tarpon springs,11,Rango Medio,2014,3.5,Regular
Pinellas,Tarpon springs,11,Rango Medio,2015,3.5,Regular
Pinellas,Tarpon springs,11,Rango Medio,2016,3.5,Regular
Pinellas,Tarpon springs,11,Rango Medio,2017,3.5,Regular
Pinellas,Tarpon springs,11,Rango Medio,2018,3.5,Regular
Pinellas,Tarpon springs,11,Rango Medio,2019,3.5,Regular
Pinellas,Tarpon springs,11,Rango Medio,2020,3.5,Regular
Pinellas,Tarpon springs,11,Rango Medio,2021,3.5,Regular
Pinellas,Tierra Verde,86,Alta concentración,2010,3.0,Regular
Pinellas,Tierra Verde,86,Alta concentración,2011,3.7,Regular
Pinellas,Tierra Verde,86,Alta concentración,2012,3.9,Regular
Pinellas,Tierra Verde,86,Alta concentración,2013,3.6,Regular
Pinellas,Tierra Verde,86,Alta concentración,2014,3.9,Regular
Pinellas,Tierra Verde,86,Alta concentración,2015,3.9,Regular
Pinellas,Tierra Verde,86,Alta concentración,2016,3.8,Regular
Pinellas,Tierra Verde,86,Alta concentración,2017,3.8,Regular
Pinellas,Tierra Verde,86,Alta concentración,2018,4.1,Buena
Pinellas,Tierra Verde,86,Alta concentración,2019,4.1,Buena
Pinellas,Tierra Verde,86,Alta concentración,2020,4.1,Buena
Pinellas,Tierra Verde,86,Alta concentración,2021,4.2,Buena
Pinellas,Tierra Verde,86,Alta concentración,2022,4.3,Buena
Pinellas,Tierra Verde,86,Alta concentración,2024,4.8,Excelente
Pinellas,Treasure Island,315,Alta concentración,2010,3.7,Regular
Pinellas,Treasure Island,315,Alta concentración,2011,3.9,Regular
Pinellas,Treasure Island,315,Alta concentración,2012,3.8,Regular
Pinellas,Treasure Island,315,Alta concentración,2013,3.8,Regular
Pinellas,Treasure Island,315,Alta concentración,2014,3.9,Regular
Pinellas,Treasure Island,315,Alta concentración,2015,3.8,Regular
Pinellas,Treasure Island,315,Alta concentración,2016,3.9,Regular
Pinellas,Treasure Island,315,Alta concentración,2017,3.9,Regular
Pinellas,Treasure Island,315,Alta concentración,2018,3.9,Regular
Pinellas,Treasure Island,315,Alta concentración,2019,3.9,Regular
Pinellas,Treasure Island,315,Alta concentración,2020,3.9,Regular
Pinellas,Treasure Island,315,Alta concentración,2021,4.0,Regular
Pinellas,Treasure Island,315,Alta concentración,2022,3.9,Regular
Pinellas,Treasure Island,315,Alta concentración,2024,4.3,Buena
Polk,Auburndale,15,Rango Medio,2024,3.7,Regular
Polk,Bartow,26,Rango Medio,2024,4.4,Buena
Polk,Davenport,49,Rango Medio,2024,4.1,Buena
Polk,Dundee,4,Pocos Restaurantes,2024,4.7,Excelente
Polk,Fort Meade,7,Rango Medio,2024,4.2,Buena
Polk,Frostproof,2,Pocos Restaurantes,2024,4.6,Excelente
Polk,Haines City,43,Rango Medio,2024,4.5,Excelente
Polk,Jan Phyl Village,2,Pocos Restaurantes,2024,4.5,Excelente
Polk,Lake Alfred,13,Rango Medio,2024,4.4,Buena
Polk,Lake Wales,37,Rango Medio,2024,4.3,Buena
Polk,Lakeland,244,Alta concentración,2024,4.2,Buena
Polk,Mulberry,5,Pocos Restaurantes,2024,4.3,Buena
Polk,Poinciana,12,Rango Medio,2024,3.8,Regular
Polk,Polk City,6,Rango Medio,2024,4.0,Buena
Polk,Winter Haven,99,Alta concentración,2024,4.3,Buena
Polk,lakeland,182,Alta concentración,2023,4.2,Buena
Polk,lakeland,182,Alta concentración,2024,4.3,Buena
Putnam,Crescent City,13,Rango Medio,2024,4.5,Excelente
Putnam,East Palatka,3,Pocos Restaurantes,2024,3.1,Regular
Putnam,Interlachen,8,Rango Medio,2024,4.5,Buena
Putnam,Melrose,2,Pocos Restaurantes,2024,4.4,Buena
Putnam,Palatka,20,Rango Medio,2024,4.3,Buena
Putnam,San Mateo,2,Pocos Restaurantes,2024,4.4,Buena
Putnam,Welaka,3,Pocos Restaurantes,2024,4.6,Excelente
Putnam,crescent city,48,Rango Medio,2023,4.1,Buena
Putnam,crescent city,48,Rango Medio,2024,4.3,Buena
Santa Rosa,Gulf Breeze,26,Rango Medio,2024,4.4,Buena
Santa Rosa,Jay,8,Rango Medio,2024,4.5,Buena
Santa Rosa,Milton,30,Rango Medio,2024,4.4,Buena
Santa Rosa,Navarre,7,Rango Medio,2024,4.6,Excelente
Santa Rosa,Pace,19,Rango Medio,2024,4.2,Buena
Santa Rosa,gulf breeze,58,Rango Medio,2023,4.2,Buena
Santa Rosa,gulf breeze,58,Rango Medio,2024,4.3,Buena
Sarasota,Englewood,18,Rango Medio,2024,4.4,Buena
Sarasota,Nokomis,12,Rango Medio,2024,4.4,Buena
Sarasota,North Port,26,Rango Medio,2024,4.4,Buena
Sarasota,Osprey,7,Rango Medio,2024,4.4,Buena
Sarasota,Sarasota,225,Alta concentración,2024,4.3,Buena
Sarasota,Siesta Key,3,Pocos Restaurantes,2024,4.5,Excelente
Sarasota,Venice,94,Alta concentración,2024,4.4,Buena
Sarasota,englewood,240,Alta concentración,2023,4.2,Buena
Sarasota,englewood,240,Alta concentración,2024,4.3,Buena
Seminole,Altamonte Springs,51,Rango Medio,2024,4.3,Buena
Seminole,Casselberry,36,Rango Medio,2024,4.4,Buena
Seminole,Fern Park,5,Pocos Restaurantes,2024,4.6,Excelente
Seminole,Geneva,6,Rango Medio,2024,4.0,Regular
Seminole,Heathrow,3,Pocos Restaurantes,2024,4.0,Buena
Seminole,Lake Mary,33,Rango Medio,2024,4.5,Buena
Seminole,Longwood,45,Rango Medio,2024,4.3,Buena
Seminole,Oviedo,60,Rango Medio,2024,4.4,Buena
Seminole,Sanford,58,Rango Medio,2024,4.1,Buena
Seminole,Wekiwa Springs,3,Pocos Restaurantes,2024,4.4,Buena
Seminole,Winter Springs,31,Rango Medio,2024,4.0,Buena
Seminole,altamonte springs,233,Alta concentración,2023,4.3,Buena
Seminole,altamonte springs,233,Alta concentración,2024,4.3,Buena
St. Johns,Elkton,3,Pocos Restaurantes,2024,4.4,Buena
St. Johns,Hastings,2,Pocos Restaurantes,2024,4.2,Buena
St. Johns,Ponte Vedra Beach,40,Rango Medio,2024,4.6,Excelente
St. Johns,St Augustine Beach,3,Pocos Restaurantes,2024,4.5,Excelente
St. Johns,St. Augustine,126,Alta concentración,2024,4.2,Buena
St. Johns,elkton,141,Alta concentración,2023,4.2,Buena
St. Johns,elkton,141,Alta concentración,2024,4.3,Buena
St. Lucie,Fort Pierce,92,Alta concentración,2024,4.2,Buena
St. Lucie,Port St. Lucie,254,Alta concentración,2024,4.2,Buena
St. Lucie,fort pierce,60,Rango Medio,2023,4.3,Buena
St. Lucie,fort pierce,60,Rango Medio,2024,4.3,Buena
Sumter,Bushnell,14,Rango Medio,2024,4.1,Buena
Sumter,Lake Panasoffkee,5,Pocos Restaurantes,2024,3.9,Regular
Sumter,Oxford,8,Rango Medio,2024,4.2,Buena
Sumter,Sumterville,3,Pocos Restaurantes,2024,3.9,Regular
Sumter,Webster,4,Pocos Restaurantes,2024,4.1,Buena
Sumter,Wildwood,19,Rango Medio,2024,4.2,Buena
Suwannee,Live Oak,28,Rango Medio,2024,4.2,Buena
Suwannee,branford,20,Rango Medio,2023,4.4,Buena
Suwannee,branford,20,Rango Medio,2024,4.3,Buena
Taylor,Perry,25,Rango Medio,2024,4.3,Buena
Taylor,Steinhatchee,2,Pocos Restaurantes,2024,4.5,Excelente
Taylor,perry,12,Rango Medio,2023,4.2,Buena
Taylor,perry,12,Rango Medio,2024,4.3,Buena
Union,Lake Butler,3,Pocos Restaurantes,2024,4.4,Buena
Volusia,Daytona Beach,147,Alta concentración,2024,4.1,Buena
Volusia,Daytona Beach Shores,9,Rango Medio,2024,4.4,Buena
Volusia,DeBary,10,Rango Medio,2024,4.7,Excelente
Volusia,DeLand,53,Rango Medio,2024,4.2,Buena
Volusia,Deltona,25,Rango Medio,2024,4.2,Buena
Volusia,Edgewater,16,Rango Medio,2024,4.6,Excelente
Volusia,Holly Hill,6,Rango Medio,2024,4.2,Buena
Volusia,New Smyrna Beach,48,Rango Medio,2024,4.4,Buena
Volusia,Orange City,23,Rango Medio,2024,4.3,Buena
Volusia,Ormond Beach,63,Rango Medio,2024,4.4,Buena
Volusia,Pierson,3,Pocos Restaurantes,2024,4.7,Excelente
Volusia,Ponce Inlet,3,Pocos Restaurantes,2024,4.4,Buena
Volusia,Port Orange,39,Rango Medio,2024,4.3,Buena
Volusia,South Daytona,18,Rango Medio,2024,4.6,Excelente
Volusia,daytona beach,304,Alta concentración,2023,4.3,Buena
Volusia,daytona beach,304,Alta concentración,2024,4.3,Buena
Wakulla,Crawfordville,12,Rango Medio,2024,4.0,Regular
Wakulla,Panacea,3,Pocos Restaurantes,2024,4.2,Buena
Wakulla,St Marks,2,Pocos Restaurantes,2024,4.8,Excelente
Wakulla,crawfordville,14,Rango Medio,2023,4.3,Buena
Wakulla,crawfordville,14,Rango Medio,2024,4.3,Buena
Walton,Alys Beach,8,Rango Medio,2024,4.3,Buena
Walton,Defuniak Springs,13,Rango Medio,2024,4.2,Buena
Walton,Freeport,8,Rango Medio,2024,4.6,Excelente
Walton,Miramar Beach,14,Rango Medio,2024,3.7,Regular
Walton,Rosemary Beach,7,Rango Medio,2024,4.4,Buena
Walton,Santa Rosa Beach,23,Rango Medio,2024,4.3,Buena
Walton,Seacrest,2,Pocos Restaurantes,2024,4.9,Excelente
Washington,Caryville,2,Pocos Restaurantes,2024,4.6,Excelente
Washington,Chipley,8,Rango Medio,2024,4.3,Buena
Washington,Vernon,2,Pocos Restaurantes,2024,4.6,Excelente
Washington,caryville,8,Rango Medio,2023,4.3,Buena
Washington,caryville,8,Rango Medio,2024,4.3,Buena
