id_centros_tiendas_negocio,centros_tiendas_negocio,direccion,id_condado,condado,codigo_postal_condado,latitud_condado,longitud_condado,id_ciudad,ciudad,codigo_postal_ciudad,latitud_ciudad,longitud_ciudad,estado,atributos,categorias,puntuacion_usuarios,numero_de_reviews,analisis_sentimientos,anio
AEG5X,Dollar General,3915 US-1,3QGC,Brevard,"32901, 32940, 32955",28.263933,-80.7214417,URV5,Cocoa,32926,28.4294744,-80.7597632,Florida,,,,,positivo,2024
PEAIH,Dollar General,3915 US-1,3QGC,Brevard,"32901, 32940, 32955",28.263933,-80.7214417,URV5,Cocoa,32926,28.4294744,-80.7597632,Florida,,,,,negativo,2024
2UU2Q,Dollar General,3915 US-1,3QGC,Brevard,"32901, 32940, 32955",28.263933,-80.7214417,URV5,Cocoa,32926,28.4294744,-80.7597632,Florida,,,,,neutral,2024
2AWBZ,Meat Emporium,12720 S Orange Blossom Trl,7nl7,Orange,"32801, 32839, 32789",28.4844995,-81.2518833,O990,Orlando,32837,28.3800961,-81.405704,Florida,,,,,positivo,2024
9N64F,Meat Emporium,12720 S Orange Blossom Trl,7nl7,Orange,"32801, 32839, 32789",28.4844995,-81.2518833,O990,Orlando,32837,28.3800961,-81.405704,Florida,,,,,negativo,2024
UJEHO,Meat Emporium,12720 S Orange Blossom Trl,7nl7,Orange,"32801, 32839, 32789",28.4844995,-81.2518833,O990,Orlando,32837,28.3800961,-81.405704,Florida,,,,,neutral,2024
0CN9U,Mattress Firm 4th Street North,5048 4th St N,L0b3,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,p9Ny,St. Petersburg,33703,27.8185904,-82.6390601,Florida,,,,,positivo,2024
N3NTT,Mattress Firm 4th Street North,5048 4th St N,L0b3,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,p9Ny,St. Petersburg,33703,27.8185904,-82.6390601,Florida,,,,,negativo,2024
J91MP,Mattress Firm 4th Street North,5048 4th St N,L0b3,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,p9Ny,St. Petersburg,33703,27.8185904,-82.6390601,Florida,,,,,neutral,2024
VRZRI,Trader Rick's Marketplace,380 Meade Ave STE B,UHHK,Brevard,"32901, 32940, 32955",28.263933,-80.7214417,PPX6,Cocoa Beach,32931,28.3680505,-80.6031499,Florida,,,,,positivo,2024
NS9H5,Trader Rick's Marketplace,380 Meade Ave STE B,UHHK,Brevard,"32901, 32940, 32955",28.263933,-80.7214417,PPX6,Cocoa Beach,32931,28.3680505,-80.6031499,Florida,,,,,neutral,2024
JYQC7,Walgreens,6210 Lakeland Highlands Rd,bAiC,Polk,"33801, 33813, 33880",27.8617347,-81.6911559,UD7Y,Lakeland,33813,27.9522954,-81.9230519,Florida,,,,,positivo,2024
JYQC7,Walgreens,6210 Lakeland Highlands Rd,bAiC,Polk,"33801, 33813, 33880",27.8617347,-81.6911559,UD7Y,Lakeland,33813,27.9522954,-81.9230519,Florida,,,,,negativo,2024
MB6SM,Ray's Market,1707 NW 6th St,QLkh,Broward,"33004, 33301, 33324",26.190096,-80.365865,TDGL,Fort Lauderdale,33311,26.1294316,-80.1653938,Florida,,,,,positivo,2024
2X109,Ray's Market,1707 NW 6th St,QLkh,Broward,"33004, 33301, 33324",26.190096,-80.365865,TDGL,Fort Lauderdale,33311,26.1294316,-80.1653938,Florida,,,,,neutral,2024
KO7H3,Ray's Market,1707 NW 6th St,QLkh,Broward,"33004, 33301, 33324",26.190096,-80.365865,TDGL,Fort Lauderdale,33311,26.1294316,-80.1653938,Florida,,,,,negativo,2024
RKWCY,7-Eleven,17621 Bruce B Downs Blvd,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,33647,28.1292438,-82.3662303,Florida,,,,,positivo,2024
RKWCY,7-Eleven,17621 Bruce B Downs Blvd,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,33647,28.1292438,-82.3662303,Florida,,,,,neutral,2024
RKWCY,7-Eleven,17621 Bruce B Downs Blvd,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,33647,28.1292438,-82.3662303,Florida,,,,,negativo,2024
RSSOC,American Eagle Antique Mall,14232 7th St suite a,A3xo,Pasco,"34637, 34652, 34668",28.3232418,-82.4319405,3JZK,Dade City,33523,28.365439,-82.1888196,Florida,,,,,negativo,2024
E01VM,American Eagle Antique Mall,14232 7th St suite a,A3xo,Pasco,"34637, 34652, 34668",28.3232418,-82.4319405,3JZK,Dade City,33523,28.365439,-82.1888196,Florida,,,,,positivo,2024
OFHTP,American Eagle Antique Mall,14232 7th St suite a,A3xo,Pasco,"34637, 34652, 34668",28.3232418,-82.4319405,3JZK,Dade City,33523,28.365439,-82.1888196,Florida,,,,,neutral,2024
5B41N,Rooms To Go Furniture Store,3520 Tamiami Trail N Ste A,V1oO,Collier,"34102, 34112, 34120",26.069985,-81.4278984,R3EM,Naples,34103,26.1880827,-81.7992531,Florida,,,,,positivo,2024
G9NMB,Rooms To Go Furniture Store,3520 Tamiami Trail N Ste A,V1oO,Collier,"34102, 34112, 34120",26.069985,-81.4278984,R3EM,Naples,34103,26.1880827,-81.7992531,Florida,,,,,negativo,2024
TE2YC,Rooms To Go Furniture Store,3520 Tamiami Trail N Ste A,V1oO,Collier,"34102, 34112, 34120",26.069985,-81.4278984,R3EM,Naples,34103,26.1880827,-81.7992531,Florida,,,,,neutral,2024
9EFBK,Walmart Supercenter,2767 W US Hwy 90,fHgv,Columbia,"32024, 32025, 32055",30.1812696,-82.605118,70VM,Lake City,32055,30.1813974,-82.6777088,Florida,,,,,positivo,2024
SSFD5,Walmart Supercenter,2767 W US Hwy 90,fHgv,Columbia,"32024, 32025, 32055",30.1812696,-82.605118,70VM,Lake City,32055,30.1813974,-82.6777088,Florida,,,,,negativo,2024
GLL95,Walmart Supercenter,2767 W US Hwy 90,fHgv,Columbia,"32024, 32025, 32055",30.1812696,-82.605118,70VM,Lake City,32055,30.1813974,-82.6777088,Florida,,,,,neutral,2024
0Q9TA,Five Below,209 NW Hutton Drive,fHgv,Columbia,"32024, 32025, 32055",30.1812696,-82.605118,70VM,Lake City,32055,30.180967,-82.667587,Florida,,,,,positivo,2024
0Q9TA,Five Below,209 NW Hutton Drive,fHgv,Columbia,"32024, 32025, 32055",30.1812696,-82.605118,70VM,Lake City,32055,30.180967,-82.667587,Florida,,,,,negativo,2024
0Q9TA,Five Below,209 NW Hutton Drive,fHgv,Columbia,"32024, 32025, 32055",30.1812696,-82.605118,70VM,Lake City,32055,30.180967,-82.667587,Florida,,,,,neutral,2024
1VLKK,Publix Super Market at Alafia Commons,5655 Circa Fishhawk Blvd,ndwA,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,BONO,Lithia,33547,27.8526655,-82.2565512,Florida,,,,,positivo,2024
0KTLK,Publix Super Market at Alafia Commons,5655 Circa Fishhawk Blvd,ndwA,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,BONO,Lithia,33547,27.8526655,-82.2565512,Florida,,,,,negativo,2024
Y6RQL,Publix Super Market at Alafia Commons,5655 Circa Fishhawk Blvd,ndwA,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,BONO,Lithia,33547,27.8526655,-82.2565512,Florida,,,,,neutral,2024
PZ7I3,Trader Joe's,11960 Pines Blvd,jdTe,Broward,"33004, 33301, 33324",26.190096,-80.365865,L1E9,Pembroke Pines,33026,26.0058489,-80.3107778,Florida,,,,,positivo,2024
2IAU7,Trader Joe's,11960 Pines Blvd,jdTe,Broward,"33004, 33301, 33324",26.190096,-80.365865,L1E9,Pembroke Pines,33026,26.0058489,-80.3107778,Florida,,,,,neutral,2024
4VYBL,Trader Joe's,11960 Pines Blvd,jdTe,Broward,"33004, 33301, 33324",26.190096,-80.365865,L1E9,Pembroke Pines,33026,26.0058489,-80.3107778,Florida,,,,,negativo,2024
JYQC7,Walgreens,1880 W Osceola Pkwy,3aGT,Osceola,"34741, 34744, 34746",28.1019838,-81.0754657,110N,Kissimmee,34741,28.3415918,-81.4237882,Florida,,,,,negativo,2024
JYQC7,Walgreens,1880 W Osceola Pkwy,3aGT,Osceola,"34741, 34744, 34746",28.1019838,-81.0754657,110N,Kissimmee,34741,28.3415918,-81.4237882,Florida,,,,,positivo,2024
JYQC7,Walgreens,1880 W Osceola Pkwy,3aGT,Osceola,"34741, 34744, 34746",28.1019838,-81.0754657,110N,Kissimmee,34741,28.3415918,-81.4237882,Florida,,,,,neutral,2024
84G3K,Family Dollar,11800 NW 17th Ave,WjZA,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,LO98,Miami,33167,25.8818724,-80.2269835,Florida,,,,,positivo,2024
EGYBH,Family Dollar,11800 NW 17th Ave,WjZA,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,LO98,Miami,33167,25.8818724,-80.2269835,Florida,,,,,negativo,2024
H09HL,Family Dollar,11800 NW 17th Ave,WjZA,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,LO98,Miami,33167,25.8818724,-80.2269835,Florida,,,,,neutral,2024
RF1X2,Family Dollar,3495 Marigold Ave,3aGT,Osceola,"34741, 34744, 34746",28.1019838,-81.0754657,110N,Kissimmee,34759,28.068088,-81.4939902,Florida,,,,,positivo,2024
HFKH9,Family Dollar,3495 Marigold Ave,3aGT,Osceola,"34741, 34744, 34746",28.1019838,-81.0754657,110N,Kissimmee,34759,28.068088,-81.4939902,Florida,,,,,neutral,2024
PLAFV,Family Dollar,3495 Marigold Ave,3aGT,Osceola,"34741, 34744, 34746",28.1019838,-81.0754657,110N,Kissimmee,34759,28.068088,-81.4939902,Florida,,,,,negativo,2024
BU6V6,The Bread Artisans Bakery,6925 4th St N,L0b3,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,p9Ny,St. Petersburg,33702,27.8351365,-82.6383432,Florida,,,,,negativo,2024
JP375,The Bread Artisans Bakery,6925 4th St N,L0b3,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,p9Ny,St. Petersburg,33702,27.8351365,-82.6383432,Florida,,,,,positivo,2024
B4ZRZ,The Bread Artisans Bakery,6925 4th St N,L0b3,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,p9Ny,St. Petersburg,33702,27.8351365,-82.6383432,Florida,,,,,neutral,2024
U6FU4,Lakay Tropical Ice Cream,91 NE 54th St,WjZA,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,LO98,Miami,33137,25.8256206,-80.194323,Florida,,,,,positivo,2024
UUGXL,Lakay Tropical Ice Cream,91 NE 54th St,WjZA,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,LO98,Miami,33137,25.8256206,-80.194323,Florida,,,,,neutral,2024
BBHA0,Speedway,3202 Daniels Rd,3Oh6,Orange,"32801, 32839, 32789",28.4844995,-81.2518833,LVYL,Winter Garden,34787,28.5221516,-81.5883351,Florida,,,,,positivo,2024
BBHA0,Speedway,3202 Daniels Rd,3Oh6,Orange,"32801, 32839, 32789",28.4844995,-81.2518833,LVYL,Winter Garden,34787,28.5221516,-81.5883351,Florida,,,,,negativo,2024
BBHA0,Speedway,3202 Daniels Rd,3Oh6,Orange,"32801, 32839, 32789",28.4844995,-81.2518833,LVYL,Winter Garden,34787,28.5221516,-81.5883351,Florida,,,,,neutral,2024
6GHUX,Rent-A-Center,5762 14th St W,mze2,Manatee,"34205, 34221, 34211",27.4799195,-82.345189,CQN2,Bradenton,34207,27.4384216,-82.5767106,Florida,,,,,negativo,2024
LHT95,Rent-A-Center,5762 14th St W,mze2,Manatee,"34205, 34221, 34211",27.4799195,-82.345189,CQN2,Bradenton,34207,27.4384216,-82.5767106,Florida,,,,,positivo,2024
6.70E+92,Rent-A-Center,5762 14th St W,mze2,Manatee,"34205, 34221, 34211",27.4799195,-82.345189,CQN2,Bradenton,34207,27.4384216,-82.5767106,Florida,,,,,neutral,2024
P0PSW,Jibarito market,6172 15th St Ct E,mze2,Manatee,"34205, 34221, 34211",27.4799195,-82.345189,CQN2,Bradenton,34203,27.4453758,-82.5456536,Florida,,,,,positivo,2024
D0J5O,Jibarito market,6172 15th St Ct E,mze2,Manatee,"34205, 34221, 34211",27.4799195,-82.345189,CQN2,Bradenton,34203,27.4453758,-82.5456536,Florida,,,,,neutral,2024
FXELO,Publix Super Market at Bayside Bridge Plaza,1520 McMullen Booth Rd,UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,33759,27.9800723,-82.7109165,Florida,,,,,positivo,2024
2CDLT,Publix Super Market at Bayside Bridge Plaza,1520 McMullen Booth Rd,UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,33759,27.9800723,-82.7109165,Florida,,,,,negativo,2024
70TVS,Publix Super Market at Bayside Bridge Plaza,1520 McMullen Booth Rd,UAIE,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,MCCU,Clearwater,33759,27.9800723,-82.7109165,Florida,,,,,neutral,2024
JYQC7,Walgreens,9000 S U.S. Hwy 1,7TYu,St. Lucie,"34952, 34983, 34986",27.3225563,-80.543845,C9C6,Port St. Lucie,34952,27.3019361,-80.3053864,Florida,,,,,positivo,2024
JYQC7,Walgreens,9000 S U.S. Hwy 1,JMkg,St. Lucie,"34952, 34983, 34986",27.3225563,-80.543845,C9C6,Port St. Lucie,34952,27.3019361,-80.3053864,Florida,,,,,positivo,2024
JYQC7,Walgreens,9000 S U.S. Hwy 1,7TYu,St. Lucie,"34952, 34983, 34986",27.3225563,-80.543845,C9C6,Port St. Lucie,34952,27.3019361,-80.3053864,Florida,,,,,negativo,2024
JYQC7,Walgreens,9000 S U.S. Hwy 1,JMkg,St. Lucie,"34952, 34983, 34986",27.3225563,-80.543845,C9C6,Port St. Lucie,34952,27.3019361,-80.3053864,Florida,,,,,negativo,2024
JYQC7,Walgreens,9000 S U.S. Hwy 1,7TYu,St. Lucie,"34952, 34983, 34986",27.3225563,-80.543845,C9C6,Port St. Lucie,34952,27.3019361,-80.3053864,Florida,,,,,neutral,2024
JYQC7,Walgreens,9000 S U.S. Hwy 1,JMkg,St. Lucie,"34952, 34983, 34986",27.3225563,-80.543845,C9C6,Port St. Lucie,34952,27.3019361,-80.3053864,Florida,,,,,neutral,2024
HWXK9,Dollar Tree,125 Hypoluxo Rd,kg7C,Palm Beach,"33401, 33411, 33480",26.6514503,-80.2767327,I1iW,Hypoluxo,33462,26.571403,-80.0549767,Florida,,,,,positivo,2024
NOVIJ,Dollar Tree,125 Hypoluxo Rd,kg7C,Palm Beach,"33401, 33411, 33480",26.6514503,-80.2767327,I1iW,Hypoluxo,33462,26.571403,-80.0549767,Florida,,,,,negativo,2024
89WB3,Dollar Tree,125 Hypoluxo Rd,kg7C,Palm Beach,"33401, 33411, 33480",26.6514503,-80.2767327,I1iW,Hypoluxo,33462,26.571403,-80.0549767,Florida,,,,,neutral,2024
4TH5M,Bonjour French Bakery Weston,1435 N Park Dr,A7Ef,Broward,"33004, 33301, 33324",26.190096,-80.365865,vSXL,Weston,33326,26.101752,-80.365385,Florida,,,,,positivo,2024
HNLJ4,Bonjour French Bakery Weston,1435 N Park Dr,A7Ef,Broward,"33004, 33301, 33324",26.190096,-80.365865,vSXL,Weston,33326,26.101752,-80.365385,Florida,,,,,negativo,2024
7KMTF,Bonjour French Bakery Weston,1435 N Park Dr,A7Ef,Broward,"33004, 33301, 33324",26.190096,-80.365865,vSXL,Weston,33326,26.101752,-80.365385,Florida,,,,,neutral,2024
RYTJB,Cake Affection,4691 100th Way N Suite B,L0b3,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,p9Ny,St. Petersburg,33708,27.8147603,-82.7779914,Florida,,,,,positivo,2024
3Z338,Cake Affection,4691 100th Way N Suite B,L0b3,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,p9Ny,St. Petersburg,33708,27.8147603,-82.7779914,Florida,,,,,negativo,2024
NYIZV,Cake Affection,4691 100th Way N Suite B,L0b3,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,p9Ny,St. Petersburg,33708,27.8147603,-82.7779914,Florida,,,,,neutral,2024
SPG7I,Winn-Dixie,3800 N Ocean Blvd,QLkh,Broward,"33004, 33301, 33324",26.190096,-80.365865,TDGL,Fort Lauderdale,33308,26.1746053,-80.09906,Florida,,,,,positivo,2024
3ZRIU,Winn-Dixie,3800 N Ocean Blvd,QLkh,Broward,"33004, 33301, 33324",26.190096,-80.365865,TDGL,Fort Lauderdale,33308,26.1746053,-80.09906,Florida,,,,,negativo,2024
PLO0P,Winn-Dixie,3800 N Ocean Blvd,QLkh,Broward,"33004, 33301, 33324",26.190096,-80.365865,TDGL,Fort Lauderdale,33308,26.1746053,-80.09906,Florida,,,,,neutral,2024
QD3VG,Publix Super Market at Pines City Center,10450 Pines Blvd,jdTe,Broward,"33004, 33301, 33324",26.190096,-80.365865,L1E9,Pembroke Pines,33026,26.0065947,-80.2861253,Florida,,,,,positivo,2024
IF7IA,Publix Super Market at Pines City Center,10450 Pines Blvd,jdTe,Broward,"33004, 33301, 33324",26.190096,-80.365865,L1E9,Pembroke Pines,33026,26.0065947,-80.2861253,Florida,,,,,negativo,2024
91EYR,Publix Super Market at Pines City Center,10450 Pines Blvd,jdTe,Broward,"33004, 33301, 33324",26.190096,-80.365865,L1E9,Pembroke Pines,33026,26.0065947,-80.2861253,Florida,,,,,neutral,2024
3X95C,Walmart Supercenter,2355 US-1 S,8MDP,St. Johns,"32080, 32082, 32084",29.9719419,-81.4278984,S5ZE,St. Augustine,32086,29.8562254,-81.3251688,Florida,,,,,positivo,2024
RZT8A,Walmart Supercenter,2355 US-1 S,8MDP,St. Johns,"32080, 32082, 32084",29.9719419,-81.4278984,S5ZE,St. Augustine,32086,29.8562254,-81.3251688,Florida,,,,,negativo,2024
LG79N,Walmart Supercenter,2355 US-1 S,8MDP,St. Johns,"32080, 32082, 32084",29.9719419,-81.4278984,S5ZE,St. Augustine,32086,29.8562254,-81.3251688,Florida,,,,,neutral,2024
RHC37,ALDI,2133 US-92 West,17DL,Polk,"33801, 33813, 33880",27.8617347,-81.6911559,WOA5,Auburndale,33823,28.0564004,-81.8149791,Florida,,,,,positivo,2024
PKIM2,ALDI,2133 US-92 West,17DL,Polk,"33801, 33813, 33880",27.8617347,-81.6911559,WOA5,Auburndale,33823,28.0564004,-81.8149791,Florida,,,,,neutral,2024
87DOT,ALDI,2133 US-92 West,17DL,Polk,"33801, 33813, 33880",27.8617347,-81.6911559,WOA5,Auburndale,33823,28.0564004,-81.8149791,Florida,,,,,negativo,2024
ZQ2NR,Ana Molinari Salon Spa Boutique INC,8120 Lakewood Main St #102,mze2,Manatee,"34205, 34221, 34211",27.4799195,-82.345189,CQN2,Bradenton,34202,27.3948346,-82.4355134,Florida,,,,,positivo,2024
6KLL5,Ana Molinari Salon Spa Boutique INC,8120 Lakewood Main St #102,mze2,Manatee,"34205, 34221, 34211",27.4799195,-82.345189,CQN2,Bradenton,34202,27.3948346,-82.4355134,Florida,,,,,negativo,2024
6EZ7A,Ana Molinari Salon Spa Boutique INC,8120 Lakewood Main St #102,mze2,Manatee,"34205, 34221, 34211",27.4799195,-82.345189,CQN2,Bradenton,34202,27.3948346,-82.4355134,Florida,,,,,neutral,2024
WW1L2,Milani Gelateria,436 Española Way,63vh,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,2ZVA,Miami Beach,33139,25.7867868,-80.1326586,Florida,,,,,negativo,2024
7X8HS,Milani Gelateria,436 Española Way,63vh,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,2ZVA,Miami Beach,33139,25.7867868,-80.1326586,Florida,,,,,positivo,2024
TFH5G,Milani Gelateria,436 Española Way,63vh,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,2ZVA,Miami Beach,33139,25.7867868,-80.1326586,Florida,,,,,neutral,2024
W4LFI,Brooklyn Water Bagel,5240 US-1 Unit 111,6DVM,Indian River,"32960, 32963, 32966",27.6947732,-80.543845,QPYU,Vero Beach,32967,27.6887501,-80.4096171,Florida,,,,,positivo,2024
VN5RM,Brooklyn Water Bagel,5240 US-1 Unit 111,6DVM,Indian River,"32960, 32963, 32966",27.6947732,-80.543845,QPYU,Vero Beach,32967,27.6887501,-80.4096171,Florida,,,,,negativo,2024
V9QES,Brooklyn Water Bagel,5240 US-1 Unit 111,6DVM,Indian River,"32960, 32963, 32966",27.6947732,-80.543845,QPYU,Vero Beach,32967,27.6887501,-80.4096171,Florida,,,,,neutral,2024
47QPH,Walmart Supercenter,2700 Clearlake Rd,3QGC,Brevard,"32901, 32940, 32955",28.263933,-80.7214417,URV5,Cocoa,32922,28.3957478,-80.7540053,Florida,,,,,positivo,2024
3XH1H,Walmart Supercenter,2700 Clearlake Rd,3QGC,Brevard,"32901, 32940, 32955",28.263933,-80.7214417,URV5,Cocoa,32922,28.3957478,-80.7540053,Florida,,,,,negativo,2024
KXS0S,Walmart Supercenter,2700 Clearlake Rd,3QGC,Brevard,"32901, 32940, 32955",28.263933,-80.7214417,URV5,Cocoa,32922,28.3957478,-80.7540053,Florida,,,,,neutral,2024
0Q9TA,Five Below,4977 S Cleveland Ave,rvKi,Lee,"33901, 33908, 33919",26.6630286,-81.9534815,25ZR,Fort Myers,33907,26.5859442,-81.8696437,Florida,,,,,negativo,2024
0Q9TA,Five Below,4977 S Cleveland Ave,rvKi,Lee,"33901, 33908, 33919",26.6630286,-81.9534815,25ZR,Fort Myers,33907,26.5859442,-81.8696437,Florida,,,,,positivo,2024
0Q9TA,Five Below,4977 S Cleveland Ave,rvKi,Lee,"33901, 33908, 33919",26.6630286,-81.9534815,25ZR,Fort Myers,33907,26.5859442,-81.8696437,Florida,,,,,neutral,2024
0WFSY,Twistee Treat Pinellas Park,4556 Mainlands Blvd W,1U8v,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,SJ01,Pinellas Park,33782,27.8552726,-82.6938107,Florida,,,,,positivo,2024
Y9CWC,Twistee Treat Pinellas Park,4556 Mainlands Blvd W,1U8v,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,SJ01,Pinellas Park,33782,27.8552726,-82.6938107,Florida,,,,,negativo,2024
RD5PZ,Twistee Treat Pinellas Park,4556 Mainlands Blvd W,1U8v,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,SJ01,Pinellas Park,33782,27.8552726,-82.6938107,Florida,,,,,neutral,2024
LG0CH,Bright Ice,5591 Park Blvd N,1U8v,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,SJ01,Pinellas Park,33781,27.8395685,-82.7100754,Florida,,,,,positivo,2024
7ERQZ,Bright Ice,5591 Park Blvd N,1U8v,Pinellas,"33701, 33756, 33781",27.876394,-82.7778579,SJ01,Pinellas Park,33781,27.8395685,-82.7100754,Florida,,,,,neutral,2024
AD0S3,Mattress Firm Mandarin,11112 San Jose Blvd,IgGD,Duval,"32202, 32210, 32246",30.3500511,-81.6035062,LMW4,Jacksonville,32223,30.1732977,-81.6288965,Florida,,,,,positivo,2024
7255N,Mattress Firm Mandarin,11112 San Jose Blvd,IgGD,Duval,"32202, 32210, 32246",30.3500511,-81.6035062,LMW4,Jacksonville,32223,30.1732977,-81.6288965,Florida,,,,,neutral,2024
T1NQZ,Mattress Firm Mandarin,11112 San Jose Blvd,IgGD,Duval,"32202, 32210, 32246",30.3500511,-81.6035062,LMW4,Jacksonville,32223,30.1732977,-81.6288965,Florida,,,,,negativo,2024
YABIT,ALDI,753 Thompson Nursery Rd,pqlg,Polk,"33801, 33813, 33880",27.8617347,-81.6911559,NGBG,Lake Wales,33859,27.9563731,-81.6227303,Florida,,,,,positivo,2024
KWKKM,ALDI,753 Thompson Nursery Rd,pqlg,Polk,"33801, 33813, 33880",27.8617347,-81.6911559,NGBG,Lake Wales,33859,27.9563731,-81.6227303,Florida,,,,,negativo,2024
C1IIP,ALDI,753 Thompson Nursery Rd,pqlg,Polk,"33801, 33813, 33880",27.8617347,-81.6911559,NGBG,Lake Wales,33859,27.9563731,-81.6227303,Florida,,,,,neutral,2024
EAGWG,Dreamette,3646 Post St,IgGD,Duval,"32202, 32210, 32246",30.3500511,-81.6035062,LMW4,Jacksonville,32205,30.312784,-81.717417,Florida,,,,,positivo,2024
AMLXE,Dreamette,3646 Post St,IgGD,Duval,"32202, 32210, 32246",30.3500511,-81.6035062,LMW4,Jacksonville,32205,30.312784,-81.717417,Florida,,,,,neutral,2024
HOKOX,Dreamette,3646 Post St,IgGD,Duval,"32202, 32210, 32246",30.3500511,-81.6035062,LMW4,Jacksonville,32205,30.312784,-81.717417,Florida,,,,,negativo,2024
JYQC7,Walgreens,3715 NW 7th St,WjZA,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,LO98,Miami,33126,25.7814983,-80.2574658,Florida,,,,,negativo,2024
JYQC7,Walgreens,3715 NW 7th St,WjZA,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,LO98,Miami,33126,25.7814983,-80.2574658,Florida,,,,,neutral,2024
JYQC7,Walgreens,3715 NW 7th St,WjZA,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,LO98,Miami,33126,25.7814983,-80.2574658,Florida,,,,,positivo,2024
ARA8E,Tainos Bakery & Deli (Kissimmee 192),4150 W Vine St,3aGT,Osceola,"34741, 34744, 34746",28.1019838,-81.0754657,110N,Kissimmee,34741,28.3036201,-81.4474258,Florida,,,,,positivo,2024
VGVKZ,Tainos Bakery & Deli (Kissimmee 192),4150 W Vine St,3aGT,Osceola,"34741, 34744, 34746",28.1019838,-81.0754657,110N,Kissimmee,34741,28.3036201,-81.4474258,Florida,,,,,negativo,2024
DHT8F,Tainos Bakery & Deli (Kissimmee 192),4150 W Vine St,3aGT,Osceola,"34741, 34744, 34746",28.1019838,-81.0754657,110N,Kissimmee,34741,28.3036201,-81.4474258,Florida,,,,,neutral,2024
0NTHA,Wawa,3660 W Gandy Blvd,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,33611,27.8932096,-82.5044492,Florida,,,,,negativo,2024
0NTHA,Wawa,3660 W Gandy Blvd,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,33611,27.8932096,-82.5044492,Florida,,,,,positivo,2024
0NTHA,Wawa,3660 W Gandy Blvd,W0hC,Hillsborough,"33602, 33647, 33511",27.9903597,-82.3017728,RGTW,Tampa,33611,27.8932096,-82.5044492,Florida,,,,,neutral,2024
R0AH1,Miller's Dutch Haus Furniture,3737 Bahia Vista St #6,WEC5,Sarasota,"34231, 34236, 34243",27.1995986,-82.345189,SYJL,Sarasota,34232,27.3235156,-82.4936476,Florida,,,,,positivo,2024
EMQUX,Miller's Dutch Haus Furniture,3737 Bahia Vista St #6,WEC5,Sarasota,"34231, 34236, 34243",27.1995986,-82.345189,SYJL,Sarasota,34232,27.3235156,-82.4936476,Florida,,,,,neutral,2024
GVBBP,The Bathroom Boutique,2700 SW 3rd Ave #1B,WjZA,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,LO98,Miami,33129,25.754814,-80.209484,Florida,,,,,positivo,2024
8VEHO,The Bathroom Boutique,2700 SW 3rd Ave #1B,WjZA,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,LO98,Miami,33129,25.754814,-80.209484,Florida,,,,,neutral,2024
T81JR,The Bathroom Boutique,2700 SW 3rd Ave #1B,WjZA,Miami-Dade,"33125, 33177, 33010",25.5516034,-80.6326916,LO98,Miami,33129,25.754814,-80.209484,Florida,,,,,negativo,2024
