id_nombre,nombre,nombre_normalizado
ENQ5,"George kostakis, d.d.s., p.a.",
4V3K,Diamond dental and associates,
2IZY,Cleveland clinic florida - parkland,
HASZ,Baptist primary care,
QV5J,"Alafaya center for cosmetic & family dentistry: gary michaelson, dmd",
I7GI,Mayfair animal hospital,
UU3K,Kids first dentistry,
3IWF,Coalition recovery,
F1LA,Navy boulevard animal hospital,
XRVM,Labor of love birth center,
UFXM,Weston medical health center,
ZART,Ottley smiles dental center,
F1EB,Silverstein institute,
9DKW,Shant wellness,
T2O7,Volunteers in medicine,
PHIU,Jacksonville sport & spine,
VTK7,Oakmont dental care,
Q0G5,Bella excellence,
GZUY,Lift more fitness,
KT3I,Dr. lisa j. learn,
WJI7,Dr g therapy 360,
F1AE,Palms pharmacy,
ZDW8,Genesis women’s center,
UQ5A,The birth place,
FS6W,Acosta cosmetic & family dentistry,
6XGF,Dental treasure: malinally garcia dds,
SUMB,The emerald medical group of sarasota,
YAIJ,Dental remedies,
TGVU,Break the cycle inc,
HLX5,Larmoyeux family medicine,
M29T,"Donald j alexander d.d.s., p.a.",
5P1O,Women's imaging center,
6N55,"Southland mall dental, p.a.",
CD81,Polo dental of naples,
37JN,One plant - st petersburg,
X0MY,"Ramos, idalmis dds",
SLAR,Ideal dentistry,
QINW,"Cardiovascular interventions, p.a.",
1B01,Parkland family dentistry,
X1VY,Heart 4 kids therapy llc,
2UKJ,Ima medical center of st. petersburg,
O8B6,Myers pediatric dentistry & orthodontics,
YVWC,Harbor city dental : a privately owned family dental practice,
60QF,David m hinton dds pa,
99U9,Back in motion sport & spine physical therapy - fort myers,
0KIB,"Apalachee bay family dental, benjamin j. grooters, dds",
DEWJ,Injury care centers,
5W1F,Kids smiles pediatric dentistry,
5UCF,Ima medical center of winter haven,
C0WU,Florida orthopaedic institute,
MLD5,Island dentistry,
GHBP,Orange park pharmacy,
CZQN,Sweet tooth pediatric dentistry,
SCXW,"Kevin schapley, dmd, pa",
W4MH,Stat medical,
3H7U,Dental partners - merritt island,
AC75,"Bliss dental - general dentist specializing in veneers, smile makeover, invisalign & dental crowns",
1ZJD,Adapt,
LFTD,Skordas fotios a dds,
GL2W,Sun pharmacy of venice,
1FN0,Advanced dental care of sarasota east,
69SD,America's pharmacy,
IPOP,Anastasia fitness,
N5WQ,"Van q. nguyen, md",
2044,Advance rehabilitation,
AJF8,Women's care florida - north lakeland,
MJHX,Academic alliance in dermatology,
XQSH,Susana leal-khouri md faad,
D7R8,Theresa's face and body day spa,
6XJ5,Econ dental,
S3VN,United recovery project,
EDMF,Supreme smiles of sarasota,
4GED,Innate healthcare,
DEVO,Griffith dental,
097Q,Halifax health medical center of port orange,
BPFH,Terrace oaks dental,
LLGD,Aventura obgyn associates,
O8WF,Cape veterinary practice,
VIC5,Florida medical & injury center,
JLYM,"Ilya v. freyman, dmd, pa",
FHCE,Esthetic & integrative dentistry,
8HNQ,"Christopher l. kraft, md",
V2SU,Cora physical therapy davie,
T3H1,Monticciolo family & sedation dentistry,
5891,Companion veterinary and urgent care center,
B8TH,Hlc wellness & aesthetic,
4NCK,"Lindsay b. eastman, dds, ms, pa",
BUKI,Bloom salon & spa,
FQM2,Imc health medical centers - orlando,
NZ3G,Eye care for animals - tampa,
JBNC,Back n' balance,
3NMD,Kindred hospital south florida - hollywood,
TBHF,Alafaya trail animal hospital,
3MTN,Coconut grove pharmacy,
14ON,"Kr perio, dr. katherine rodriguez",
7I4G,New vision eye center,
TCR9,Great florida smiles & orthodontics,
55YR,Dr. bob pediatric dentist,
FYMD,Modern foot & ankle,
9PEI,Sk esthetics,
GBZ7,Wilton manors dental,
4XB4,"Jefferson reaves, sr. health center",
ZJT3,Oviedo woman's health center,
YRKB,Smileville family dental center,
VA06,The lennar foundation medical center,
NETY,Aza health,
10HZ,"Kids' care pediatrics, pa",
6WS2,Estero family chiropractic,
QZLZ,Highland city dental care,
870S,Choice med group - medical cannabis clinics (wesley chapel),
KJVD,Planes dental arts,
FZXK,North fort myers prescription shop,
HAHR,Dental implants today,
KY47,Expert smiles center inc,
45BS,Transformations treatment center,
9W0D,Aruna avanti dds pa,
MMP8,Center for complete dentistry - hallandale,
6VTK,Gainesville obgyn,
9EY9,Fountains of boynton animal hospital,
QINB,Sinai perinatal llc,
1URW,"Raul j rodriguez, md",
6YAK,Brickell cosmetic center,
QO3A,National spine & pain centers - winter park,
UXNF,South patrick animal hospital,
MJYE,Adventhealth pepin heart institute,
VGTS,South florida center for periodontics & implant dentistry,
OTKX,Rivercrest commons family dental,
39T7,Lake city va medical center,
UGCR,Citrus tower family dental,
EM1Q,"Bruce n. lein, dds",
MYXU,North county dermatology clinic,
EW36,Carespot urgent care at nocatee,
R1S3,Vetfield animal hospital,
DNH6,Miami dental sedation spa,
07DH,Publix pharmacy at saxon crossings,
O6Q7,Smith endodontics,
JQLM,North collier animal clinic,
IL6J,"Rsb dermatology: robert s bader, md",
VKQC,"Institute of professionals in permanent makeup, llc",
ETER,South broward dentistry & prosthodontics,
57HB,Comfortable care dental,
F7Z7,Nona medical arts - stem cell therapy orlando,
U2J1,Summerlin dental care,
MQ8A,Blue hearts dental,
HAC2,"Paul a. palo, dmd",
QSO9,Apopka dentist - cohil family dentistry,
ZQAX,Fresh heads lice removal - jacksonville,
0PS9,Jacaranda smiles,
JB2G,Siesta village dentistry,
YQ5E,Publix pharmacy at miami shores,
HQUZ,South florida physical therapy and sports rehab,
PE22,Defabrique aesthetic dentistry,
X3EY,Barrineau dds pa family and cosmetic dentistry,
OCGE,Palms dentistry,
ADVD,"Dr. evan mahoney, korean acupuncture cape coral",
V5ER,"Nemours children's specialty care, fleming island",
P194,Prosthodontics and implant therapy,
ZRZG,Mirror terrace dental care,
4HKF,Caring family dentistry - dentist in tampa,
0A1H,Lakewood ranch dental,
JMWN,Tampa bay endodontics,
U3CR,Vision health institute,
ENH9,Miami beach community health center,
S81H,Bravo dental,
OUJG,Center for obstetrics and gynecology,
D8YE,"Dr. john m. cherry: dentist in brandon, fl",
BE7L,Hoffman orthodontics,
WR78,Southlake dental care,
9RC2,Barinas dental associates,
EY9M,Great expressions dental centers - miramar,
S88L,"First coast plastic surgery: david n. csikai, md",
3OFJ,Cleveland clinic martin south hospital,
XOJL,"Southern dental associates, p.a.",
C2K8,"James c. lewis, dmd",
MVEU,All about you salon and medi-spa,
K4M6,Miami dermatology and laser institute,
UF21,Vibrant health center - acupuncture fort lauderdale,
J7RF,New image dentistry,
3TXS,Sage dental of hallandale beach,
R8M4,Great expressions dental centers - mandarin,
MQMX,Hunter family dentistry,
OF9U,Dental usa family dentistry,
KQJ3,"Omar d. hussamy, md",
WF43,"Joseph e. dotson dds., pa",
4O8F,Palm bay dental center,
DPLR,Kiddos pediatric dentistry,
4SNN,"Pediatric dentistry of winter park: allison miller, dds",
PPPP,Florida family medicine,
NU70,Great expressions dental centers - northside,
1JSX,Expressions hair salon,
22KJ,Jupiter family healthcare,
6JRM,Cora physical therapy west palm beach,
1R2S,Baptist heart specialists,
7419,Thornton park dental arts,
673I,Ob-gyn women's centre of lakewood ranch,
ZLUL,Pasadena veterinary hospital & laser center,
TR1G,Cora physical therapy seffner,
PYVB,Gold coast dermatology center,
1EXO,Vein centre of the palm beaches: dr. catherine z. navarro,
N0EZ,Hammocks veterinary hospital,
L9EV,Carenow urgent care - lake mary,
UFI7,Ima medical center of poinciana,
VL95,Vca simmons animal hospital,
PJ9A,Tlc dental – north lauderdale,
JE64,Sunshine dentistry,
SDF3,David's pharmacy,
PMB4,Docmj - clearwater medical marijuana doctors & marijuana cards,
IX37,Bluestar pet hospital,
QEV0,Brighten dental care,
5JDW,Pointe med pharmacy,
I43M,"Luisa cueto, md, facog",
6M2V,Agape chiropractic,
TS46,Comfy smile dental,
F8SV,Cora physical therapy university,
QAP6,Periodontal health center,
HPEQ,Central florida oral & maxillofacial surgery,
98E4,Overseas dental,
ZOBF,River region human services,
1W6T,Lovely eyebrows & spa,
MCT4,Optum primary care,
LDFD,Paul l caputo dds pa,
Q16O,Publix pharmacy at indiavista center,
ARLM,Bay premier dentistry - tampa,
0HWG,Collins animal hospital,
Q61C,Gessler clinic,
T0JR,Modern medicine,
V7IF,Humana pharmacy,
W348,Smiles in the gardens dentistry,
Q3T9,Wic homestead,
B4UW,The om spa,
8U3D,Baytree family dental,
TUTK,Riverview family medicine,
U3ZD,Endodontic specialists,
N00P,"The medical group of south florida, inc.",
8PM6,National pain institute,
00D8,Pannu laser & vision institute- davie,
RK3N,Boca delray pediatric dentistry,
ZF5H,Advantage dermatology,
JE5A,Nails trend,
8KKB,Choose life wellness center,
OIZX,"Dr. george k. kamajian, do",
V2XN,Global neuro & spine institute - jensen beach,
KF4X,"Raul cook, dds, msd periodontics & dental implants",
NQRW,Concentra urgent care,
JX4R,Gelasio baras neurology,
BHKK,Dunklin memorial church main office,
82YH,Friendly dental,
EDP5,Sunstreaks salon,
TWQI,Advanced dental care of clearwater,
EOG0,"Pulmonary, critical care & sleep disorders medicine, pa",
V4CF,"Drlicka, phillip dds",
SWYS,Monticciolo family and sedation dentistry,
G1D5,"En smile design: eric h. naierman, dds",
194S,Strax aesthetics,
AVLH,Harvest house,
81Y9,Kindred hospital the palm beaches,
NYBS,Mil-lake medical center,
RB6S,North palm beach dentistry,
1VLF,Planned parenthood - naples health center,
2ZQJ,Schaefer drugs wellington,
SLX4,3d baby bump palm beach ultrasound and photography,
URUU,"Sports medicine, travis mohr d.c.",
48OP,Infectious disease associates of tampa bay,
882O,Panther hollow dental lodge,
K794,Advanced dermatology and cosmetic surgery - vero beach - terrace,
3ZQJ,Cape coral urgent care,
AJJB,Ocean breeze animal hospital,
KFJ9,Mizner park dental,
81K0,"Dr. susan d king, dr. sherief hussein & associates p.a.",
16X1,Women's care florida - west tampa virginia,
DKXN,David g. parker d.d.s.,
4DJB,Tomalty dental care parkland and coral springs,
9ER6,"Comcan healthcare, llc",
DP0Q,Beautiful skin by carmen,
OW4E,Busy body fitness,
80V4,Advanced dermatology and cosmetic surgery - ponte vedra,
RKC6,Petrone family dentistry,
RZ8B,Miro dental centers - coral gables,
CU51,East west physicians,
4GQV,Lash jax on beach,
7NIF,My cosmetic surgery,
RZXJ,Idealaser cosmetic center of miami,
AAOI,Main street children's dentistry at palmetto hospital,
0VIN,Littles smiles,
ZAQW,The med spa of new smyrna beach,
OK5Q,Mcdonnell dental care,
0FKW,Pursuit physical therapy,
4VW3,A dental art,
IM8F,"Konstantin nikitin, md",
PZ0D,"Carlos a. sanchez, dds pa",
I7KD,Orlando health jewett orthopedic institute - lake mary - platinum point,
N5VV,Compass health systems,
SUU6,"Ultimate smile dental - robert m. wagner, dmd",
NUI0,The new pediatric dental care of greater orlando inc,
INSZ,Righteous ink tattoo body piercing & supply,
OY9E,Apex dentistry,
ZRZL,Advanced dental care of ocala,
T27U,The vines hospital,
NO96,North county healthcare center,
9TU8,Valrico pharmacy,
95O6,Suncoast premier medical,
1FAR,Marion physician associates,
575K,Signature smiles,
VT72,White sand dental studio,
I3FC,Broward community and family health centers,
CP2D,Country walk animal hospital,
G0O1,Florida spine and pain center,
TE8M,The woman's group ob gyn - south tampa,
RQD1,Veterinary ophthalmology center,
WUTH,Barkley circle dentistry for children,
ZC7F,Retreat behavioral health | palm beach,
66J1,"Pediatric dentistry of new tampa, inc",
U9NR,"Lakewood ranch family & cosmetic dentistry, michelle scala dmd, pa",
RD8O,"Gerald cerdan, dmd",
FR5M,Pet cancer group,
VMSY,Bonita veterinary hospital,
L1BQ,Talecris plasma resources,
UWJI,Price creek dentistry,
EPTG,Wekiva springs hospital,
449V,Dacco,
5354,"Art iserman, dds",
3072,"First harbour medical centers bradenton, fl",
D41E,Soho wellness & med spa,
D9LJ,Publix pharmacy at h. lee moffitt cancer center,
E814,Spinal health and rehab integrative medicine,
02GB,Affordable care clinics @ sand lake medical walk in clinic,
GFN8,Memorial family medicine - beach blvd.,
7V96,Tradition dental group,
TKD4,Cooper's drug store,
JXLZ,Children's physicians,
G40H,Nusmile dental,
6N4G,Sara’s wax & beauty bar,
58EC,Castellon plastic surgery center,
OOYC,The orthopedic clinic,
N01X,Advanced dental care at rdv sportsplex,
E56X,"Florida lung, asthma & sleep specialists",
R78V,Dental partners of vero beach,
60LW,Animal health clinic,
9T9S,The villages va clinic,
FSQX,Atlantis orthopaedics - lake worth,
JR0C,Centerplace health - ringling health center,
70AM,Refined beauty day spa,
O8JF,Sdoc employee health center,
A29Y,Rood & riddle equine hospital in wellington,
DCKY,Loving life today - therapy,
Q45L,Express care of tampa bay,
GU54,Viera dental,
2DOX,Jay care medical center,
87A7,Lice clinics of america - treasure coast,
A54T,Fresh vitality medical spa,
04FE,Mcare pharmacy,
Y42Z,Complete dentistry of estero,
N6H6,Acupuncture & skin care clinic,
ACQI,Bayou dental,
AE5F,"Altamonte md: primary care, dermatology & laboratory",
XXGS,Gentle touch medispa & wellness,
RH6N,"Rick k. harrison, dmd, pa",
NN7J,"Roberto e. garcia, md, facs",
MFIO,Borinquen health care center,
F03Q,"Miami lakes dental health center, p.a.",
GQ9V,The bonati spine institute,
HOKZ,David dental associates,
8TK4,Corry station satellite pharmacy/nex pharmacy,
GKE2,"Stephen b demmi dmd, pa",
LU4J,Gulf coast plastic surgery,
O9B4,Mount zion dental - dr. maria cook,
D32S,Holtz children’s hospital,
CGHH,Plantation animal hospital and emergency care,
OWB5,Tampa bay regional surgery center,
P515,Orlando orthopaedic center,
VRZW,Lifestrength health center,
II9L,Forcare medical center - west,
YAHM,Fitness quest physical therapy-englewood,
WENI,Advanced dermatology and cosmetic surgery - deland - w plymouth ave,
1KJJ,Alpha dental practice & implant center,
CJJL,Community care family clinic (bldg c),
FDKX,Inline health & wellness,
QY9D,Physicians regional medical group - collier blvd.,
LI8L,Pasteur medical - hialeah,
QNKP,University parkway dental,
0S9Z,Baptist health urgent care | brickell,
4IIS,Tlc dental – coral springs,
6DM0,Great expressions dental centers - stuart-nw federal hwy,
S8OS,Fort pierce discount pharmacy,
X4X0,Sheridan smiles,
Y7B8,Signature women's health,
190G,Irise spine and joint,
BWFG,Coastal animal hospital,
ZYA8,Atlantis urgent care,
9IOK,Tampa veterinary hospital,
3NKX,Boca recovery center,
S7RI,360 orthopedics,
F700,World dental associates,
GW86,Fitness quest physical therapy-punta gorda,
5SY9,Paradise behavioral health,
E2QO,Gainesville dental associates,
0ZTK,Tallahassee memorial hospital (tmh),
A9KT,"Laser dentistry: kelly clarke, dds",
GXZO,Main street children's dentistry and orthodontics of waterford lakes,
HN2Z,Tropea dental care,
YGPR,Unova hip & knee center,
5F4W,Dental associates of florida - bartow,
RHJM,Conceptions florida,
TI45,Dau orthodontics,
O2KX,Fort pierce orthopedics,
JET5,Atlantic family dental,
GUAL,Vca spanish river animal hospital,
IG6T,"Westside dental center: uttma dham, dmd",
KI07,Minty dental studio,
TE7R,The x house performance center,
0YCW,"Dr. wasim ahmar, md facc",
H2HS,Rahil malik md ob gyn,
L1LP,"University health center, pa",
6JQE,Royal dental boynton beach florida,
I3VE,Katzen eye care & laser center,
I82G,Obeng family dental,
O0UF,"Dr. jeffrey s. meral, dds",
BOTX,The biostation,
BQBC,Shino bay cosmetic dermatology & laser institute,
17UI,Back to work physical therapy - south tampa,
3Z4M,Pompano beach family dental,
L6CM,Smiles by graff orthodontics,
4QKE,Coast dental corporate,
CZ5C,Heart and family health institute- residency clinic,
FWO4,Drs weaver & albers,
BO4U,Orthopedic specialists of sw florida,
SJTQ,Smile plus homestead,
6ZWU,First choice specialty pharmacy,
HRH0,Polo dental west palm beach,
JQPK,Studio lombait.corp,
X5HH,Tlc dental – tamarac,
GK2J,Retina specialists of tampa,
N1KW,Northlake pharmacy,
WB24,Hornberger wellness & chiropractic,
56LS,Miller chiropractic & wellness,
9KHH,A winning smile,
P1KS,Brevard chiropractic & injury center,
JDE1,Lakeland periodontics & implant dentistry,
4QI2,Main street children's dentistry and orthodontics at london square,
3XOP,Davinci medesthetic,
7B9Z,South miami ob/gyn associates,
Y9BL,Erika skin studio,
WPIJ,Vega smile studio,
6Z7N,Miracle massage therapy,
TWSQ,Dental discovery,
EV2F,Gulfshore pediatric dentistry,
2812,Island coast pediatrics,
TT7P,Doctors lake family dental,
ZZDQ,"Roman nation, md",
YKPV,Community acupuncture of orlando,
8G4O,Mnrs physical therapy,
KRQX,Gateway community services inc,
UVZ9,Cannamd - jacksonville medical marijuana doctors & cannabis cards,
I7EP,Live young,
88TU,"Suntree pharmacy, inc.",
LM67,Nelson dental arts,
1EOJ,Emergency dentist orlando,
IY5N,American pediatric dental group - kendall,
5JVC,Liga contra el cancer,
S983,Holy cross orthopedic institute: fort lauderdale practice,
POTQ,Cumberland animal clinic,
37CP,Shore dental,
MM5M,Kelly a seebaldt dmd,
YGYC,Ocean dental studio,
DBC1,Axispro physical therapy. hand & lymphedema clinic,
PP92,Southeast orthopedic specialists - northside,
RIH2,"Bloom & wygodski family dentistry - steven bloom, dds",
6S37,Sage dental of pompano beach,
FVT0,Florida smiles dental,
89ML,"Palmetto smile center: martha maderal, dds",
CN6R,"Liwen tao, d.d.s., m.s. and associates",
KG2S,Choices women's clinic,
D0OY,Amelia dental group,
3FVT,Publix pharmacy at plant city crossing,
013B,"Peter j. curcione, do",
NEUO,Orlando treatment center,
2YRK,Pro - motion physical therapy,
HTCI,Saafe behavioral services,
0DXJ,Shelton veterinary clinic - bunnell,
AJ3L,Equine performance innovative center: epic,
QHAN,Visage dermatology,
8NZM,North florida medical - panacea,
AJHE,St. luke's dental,
A7FN,Fishman pediatric dentistry,
0IJQ,Medone urgent care,
HTCY,Rodriguez orthodontics,
LGSS,Cora physical therapy hialeah,
SF6V,Premiere dental care center (north dade dental/dr. hui),
SQAP,Cora physical therapy apopka,
86WO,Fifth street counseling center,
3OWL,Labrada dental,
OFIK,Chiropractic center of lakeland,
VFYJ,Artistic smiles of tampa bay,
EAM4,Heathrow chiropractic,
5Y36,Banyan treatment centers - pompano,
U0DS,Magellan rx management,
B1K8,Brashear's pharmacy,
4RJC,Emerald hills dental center,
QCAN,Pristine laser center,
T2YH,Petlife,
1YBD,Prescription place,
FOFE,Family first primary care & pediatrics,
EXVF,Lavender suite massage and facial spa,
AIBN,South florida orthopaedics & sports medicine,
6TA6,Castellano sebastian dds,
9XUW,Cora physical therapy sodo,
LNI5,Seda dental of pinecrest,
OSMU,Coastal urgent care,
HEHW,Shapiro family dentistry of ft. pierce,
8HMT,Cornerstone dental oldsmar,
XIGB,Magnolia medical clinic pa,
ZQ3C,Bradfordville dental care,
0C7I,Wellington health & wellness center,
4CVQ,Acebo health center,
RTUS,Miracle laser & skin care institute,
IU1B,Family medical center: greenfield adam do,
P4Y8,Palmetto family health,
P5QK,Chiropractic usa of plantation,
IR5O,Marijuana doctor,
MJI0,Center for sight - north port,
28W8,White orchid spa,
BRGH,Butterfield's pharmacy and medical supplies,
82VZ,Brevard health alliance - palm bay,
WPK8,Aycock veterinary clinic,
L7ZJ,Vipcare dental,
A582,Windermere pediatric dentistry & orthodontics,
UB2R,Dr. marcelo yasuda,
VJKD,The vein & vascular institute of spring hill,
YC8E,Towncare dental of west kendall,
WUO9,Naples massage & neuromuscular,
8AMX,Celebration orthopaedic & sports medicine institute,
IRX8,Kids healthy smiles,
7EW9,Today's dental,
W1YB,"Nemours children's specialty care, orlando",
5F2R,Palm harbor premier dental,
YMQB,"Central florida large animal veterinary services (cfla, llc)",
X7DN,Creating smiles dental,
6CC4,Pensacola medical clinic,
9P1B,Ascension medical group sacred heart at pace,
VPA3,Marlene granados beauty and medical spa,
ETFD,Bella smile cosmetic dentistry,
FKAB,Eyesite of the villages,
KXTM,Cross creek animal clinic,
LMDJ,Colony plaza animal hospital,
BJW7,Shamrock animal hospital,
NQZM,Sunkidz pediatric dentistry,
9B8D,Holehouse center for complete dentistry,
ZT0O,Passport health,
VWI1,Great expressions dental centers - cutler,
AP1T,Publix pharmacy at 23rd street plaza,
QG3U,Gastroenterology of greater orlando,
TDMB,Orthonow coral way,
6R7W,"Ace obgyn: stefan novac, md, facog",
1GXS,Makeover aesthetics,
9AS0,Exodus medical,
GLN1,Asana wellness center,
9DLX,Ponte vedra plastic surgery,
5YNV,Om'echaye wellness & fitness center,
P21K,East west dental,
2I5R,All creatures animal hospital,
KT6V,Beautiful smiles dental care,
SHNX,Trinity endogroup,
C745,Mcnutt steven c dds pa,
HKN0,Planned parenthood - downtown orlando health center,
94B2,Pembroke beautiful smiles dental,
82U2,West orange veterinary hospital at stoneybrook,
QGD1,David lawrence centers for behavioral health,
0WD0,"Dr. syed quadri, dmd",
QEZ1,Tomalty dental care of port st. lucie fl,
PMXZ,Dermody pediatric dentistry & orthodontics,
37PY,Animal health center of port st lucie,
PDEG,Sunshine animal hospital of melbourne,
M5CY,La amistad behavioral health services,
H254,Sweet hart dental,
4L9O,Advance family practice llc,
FAHC,Sea spine orthopedic institute,
5KIL,Women's care florida - tyrone,
LIAJ,Baptist clay medical campus,
OX9D,Larkin community hospital,
Z0ZN,Frank chiropractic center - chiropractor,
0S37,Green dermatology & cosmetic center,
ULFO,Riverview dental arts,
Z2W3,"Dr. nancy h. torres, dds",
VRD8,Bay life pharmacy,
X691,Oral facial surgical arts,
3J4E,Ink daddy's tattoo shop & body piercing,
26FI,Zen lotus nail & spa,
IEJH,Vanguard medical group flamingo road office,
Q2C6,Victoria edward spa,
T766,West kendall obgyn,
ZI8S,Gulf breeze apothecary & pharmacy,
RET7,Professional smiles,
OMLB,Din style|medical spa,
U9B5,Affordable dentures,
6D8E,Sharon chen dds,
9M8A,Healing paws center,
ORF2,Ncognito wellington,
PCFC,Smile today dentistry,
URCR,Shore rejuvenation day spa,
IWG5,Premier community healthcare,
9E9I,Children & teen dental,
Y16Y,St. francis animal hospital,
GXQV,Nokomis dental care,
NS4Z,Baptist infectious disease consultants,
YQOM,Great expressions dental centers - pasadena,
7T2Y,Compassionate care clinics of pinellas - marijuana doctors,
REK7,Women's care florida (north florida ob/gyn),
198Y,New tampa family dental,
DJVW,Rogers animal hospital,
EZBU,Dr. george dental,
4QBB,Healthy pets boca north (boca north animal hospital & pet inn),
VXSI,Henderson behavioral health,
9MG6,Metz orthodontics,
LWMY,"Dental pros of tampa (odessa)-kenneth m. greenberg dds & nancy e. freibaum dds, pa",
F2SM,Animal cancer care clinic,
RZDM,Emerald coast family dentistry,
GVU7,"Ivis alvarez dmd, safari of smiles",
42EA,Venetian dental,
S0JE,Venice regional bayfront health,
C83Q,Siesta dental,
UY9R,Emergency dentistry,
8VZI,Gastroenterology associates of manatee,
6J6M,Nbalance holistic wellness day spa,
ACUH,Sarasota dentistry,
Q119,Great expressions dental centers - jacksonville beach,
D1R9,Kandor dental,
OMDL,A caring dentist,
LMKD,Fort lauderdale behavioral health center,
ILAE,New age medical center - anti-aging & functional medicine- dr david moreno,
D1C8,"Francisco j. blanco, dmd, pa",
JOFF,Premium healthcare,
2G8W,Kbsmiles dentist,
MCW0,Urgent medical centers of america,
ZLOX,University dental group,
VDOS,Helix urgent care - deerfield beach,
TFU0,Brandon health and rehabilitation center,
SJRY,Missy's ink,
W65A,"Laura b. mcauley, dds",
KXUI,Chamberlain dental,
MIP9,Fort lauderdale eye institute,
788T,Terk oncology,
O2Q4,Itani family pharmacy,
1VO5,Acupuncture zen,
E4P0,Groves dental care,
R886,Family orthodontics of wellington,
6E56,Beville dental care,
DQNP,Pensacola metro treatment center,
8GLY,"Chan wilkhu, dmd",
QVM4,"Dr. james a. hosner, dds",
BE7M,Agerejuvenation - brandon,
24UP,Trulieve orange city,
799D,Cora physical therapy sun city center,
CVPD,Women's care florida - usf,
Z0QM,Orange medical plan headquarters,
DH3N,Sunshine smile designs: ariana clayton dmd,
XHVQ,Lifestream behavioral center,
73LW,Generations cosmetic and family dentistry,
URJR,Family practice of winter park,
6HK0,Adventhealth medical group ob gyn at winter garden,
3YLO,Melbourne surgery center,
QSUC,Fastcare urgent care,
PUH2,Orthopaedic associates of west florida trinity,
JXPD,Shark bite fitness and nutrition cape coral,
XJIB,Lifetime dentistry of port orange,
2E3I,Rodney holcombe dds,
TXGD,Body rx miami,
KXTO,Locicero medical group,
DL4A,Village square veterinary clinic,
9FE3,Wellington dentist - modern dental smiles,
AV1V,"Sarasota dental arts: kaya aygen, dmd",
YZGU,Asian massage clearwater mm37449,
LTYM,Joe dimaggio children's hospital department of orthopaedic surgery,
L51G,Heron lakes animal hospital,
IS4S,Diamond dental group,
DY4T,Vet-i-care animal hospital,
27QL,Biospine institute - brooksville,
PPYE,Ocean chiropractic & health center,
4M8P,Gardens wholistic health center,
DRRP,Advanced dermatology and cosmetic surgery - orlando - waterford lakes,
XYIA,Ocean animal hospital,
LOKF,Ernest s. orphanos d.d.s.,
YURO,Osceola animal emergency,
C40S,Cortez gardens family dental: dr. katie tulipano,
J7WJ,Sarasota plastic surgery center,
9SK1,Children's dentistry of naples,
0SW8,All bird clinic,
X4Q0,Idental group coconut creek,
7GQX,Pike pediatric dentistry,
YZ6L,Island massage therapy,
1IFK,The center for bone and joint disease,
YD9G,Miramar west animal hospital,
7SXI,"Aventura orthopaedics and sports medicine: brad cohen, md",
KZMA,Neil a patterson md pa,
1832,"Michael a. lamp, dds, pa",
NNHQ,Palm beach equine clinic,
42ZL,Garden park animal clinic,
3AVV,Great expressions dental centers - jensen beach,
ZZ5J,St. joseph pharmacy,
VJMX,"Inga ukolova, dds - friendly dentistry p.a.",
B9YI,My port orange dentist,
S3MW,Crossfit a1a of miami beach,
TJNE,Seven oaks dentistry & sleep medicine,
8MPQ,International dental clinic,
ZG66,Cora physical therapy east pembroke pines,
6H4K,The dental office of dunedin,
YGE9,Total health of naples chiropractor,
2QPT,South miami walk in orthopedics & sports medicine,
5PT8,Cat hospital at palm harbor,
XWUH,"John c. kagan, m.d.",
U7YS,Port orange family dentistry,
USNA,Injury health center,
RN2S,Highland square veterinary clinic,
TV38,Delaney park dentistry,
V16S,Stand-up mri of orlando,
E24W,Lee vista dental,
64UM,Always perfect permanent makeup,
DNZJ,Accent physician specialists,
WQOQ,Drubi dental,
E1ES,Cora physical therapy homestead,
ETAG,Mirvision eyecare,
GLX1,Palm view animal hospital,
DPF7,Palm beach chiropractic & rehabilitation,
D2NE,Recovery zone cryotherapy,
2OM6,Alpha dental services inc,
ZAZM,Reedy branch family dentistry,
EJEY,"Center for dental excellence - dental implants, periodontics, endodontics, root canal treatment - dentist - fleming island fl",
CLJX,Advanced dental care of brandon,
Y0PM,Gary shierling dds pa,
WGOX,Advanced dermatology and cosmetic surgery - debary,
2VLI,Family dentistry of okeechobee,
9P1L,Harden family dentistry,
YWEE,Bodybrite jacksonville,
HZR0,Kirkman animal hospital,
HO7Z,Cardinale dentistry,
BFVS,Forster davis roberts & boeller: ryan e. roberts d.m.d.,
SOXU,Advanced dental care of mandarin,
FWQA,Cordova animal medical center,
B7N7,Economy dentures,
KBHF,Jerome golden center,
0LOT,"Rm advanced center for cosmetic dentistry: roberto macedo, dds, ms, phd",
7WDV,Dental leaders,
HE4V,Center for skin wellness,
B45I,Real smile dental clinics - dr. nassery,
8CTO,Greenleaf animal hospital,
3C2P,Hendry regional medical center,
PO71,Pebble creek family dentistry,
1OVL,Shri hari clinic,
W7CA,"Christina boesch, dmd, fagd, magd",
BSXR,Fyzical therapy and balance centers - ellenton,
OGWW,Clearwater dentistry,
XJWN,Celebration eye care,
WFDZ,Contemporary periodontics & implant dentistry,
84R1,"South florida smile spa, nicole m. berger, dds",
VYO0,Metromeds pharmacy,
SW5N,Orange county medical clinic,
4Y2O,Dental concepts,
B03A,Animal & bird medical center of palm harbor,
9Z4A,Fitness quest physical therapy-port charlotte,
4D3S,Flash smile dental,
